Price,Close,High,Low,Open,Volume
Ticker,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC
Date,,,,,
2018-01-02,7006.89990234375,7006.91015625,6924.080078125,6937.64990234375,1929700000
2018-01-03,7065.52978515625,7069.14990234375,7016.7001953125,7017.06982421875,2173130000
2018-01-04,7077.91015625,7098.0498046875,7072.3798828125,7089.5,2103220000
2018-01-05,7136.56005859375,7137.0400390625,7097.080078125,7105.740234375,2024000000
2018-01-08,7157.39013671875,7161.35009765625,7124.08984375,7135.3798828125,2055010000
2018-01-09,7163.580078125,7181.14013671875,7148.2998046875,7174.18994140625,2155810000
2018-01-10,7153.56982421875,7154.240234375,7111.52001953125,7129.830078125,2132430000
2018-01-11,7211.77978515625,7211.77978515625,7163.22998046875,7168.72998046875,2015170000
2018-01-12,7261.06005859375,7265.259765625,7205.18017578125,7208.169921875,1986600000
2018-01-16,7223.68994140625,7330.330078125,7205.93017578125,7307.18994140625,2399790000
2018-01-17,7298.27978515625,7309.35986328125,7229.31982421875,7257.77001953125,2245910000
2018-01-18,7296.0498046875,7313.89013671875,7276.10986328125,7293.64990234375,2037410000
2018-01-19,7336.3798828125,7336.3798828125,7297.27978515625,7312.0,2005470000
2018-01-22,7408.02978515625,7408.02978515625,7332.81005859375,7338.0400390625,2118310000
2018-01-23,7460.2900390625,7465.39013671875,7423.18017578125,7424.9501953125,2135840000
2018-01-24,7415.06005859375,7486.31982421875,7376.75,7474.16015625,2287320000
2018-01-25,7411.16015625,7458.52978515625,7388.580078125,7457.9501953125,2081380000
2018-01-26,7505.77001953125,7505.77001953125,7431.22021484375,7448.330078125,2080700000
2018-01-29,7466.509765625,7500.60986328125,7455.5498046875,7484.47021484375,2114420000
2018-01-30,7402.47998046875,7433.64990234375,7373.990234375,7388.89013671875,2183420000
2018-01-31,7411.47998046875,7453.990234375,7381.1201171875,7443.25,2428990000
2018-02-01,7385.85986328125,7441.08984375,7362.27978515625,7377.169921875,2311180000
2018-02-02,7240.9501953125,7364.43017578125,7238.18017578125,7347.58984375,2607160000
2018-02-05,6967.52978515625,7277.35986328125,6967.52978515625,7165.9599609375,3143210000
2018-02-06,7115.8798828125,7126.5498046875,6824.81982421875,6837.56005859375,3148270000
2018-02-07,7051.97998046875,7170.33984375,7051.52978515625,7086.2001953125,2380020000
2018-02-08,6777.16015625,7073.990234375,6776.77001953125,7067.2998046875,2730740000
2018-02-09,6874.490234375,6917.009765625,6630.669921875,6863.33984375,3165330000
2018-02-12,6981.9599609375,7023.6201171875,6879.68994140625,6936.68017578125,2250650000
2018-02-13,7013.509765625,7025.68017578125,6938.16015625,6942.16015625,1830320000
2018-02-14,7143.6201171875,7152.0498046875,6977.06982421875,6979.240234375,2217630000
2018-02-15,7256.43017578125,7256.93017578125,7130.39013671875,7200.75,2124060000
2018-02-16,7239.47021484375,7303.259765625,7226.3798828125,7236.509765625,2037710000
2018-02-20,7234.31005859375,7295.9501953125,7206.0,7209.02978515625,1921870000
2018-02-21,7218.22998046875,7338.64013671875,7218.10986328125,7258.47998046875,1956120000
2018-02-22,7210.08984375,7280.93017578125,7194.83984375,7252.4599609375,1927580000
2018-02-23,7337.39013671875,7337.830078125,7232.5,7261.35009765625,1887540000
2018-02-26,7421.4599609375,7421.85009765625,7360.25,7373.2998046875,1876560000
