Price,Close,High,Low,Open,Volume
Ticker,^RUI,^RUI,^RUI,^RUI,^RUI
Date,,,,,
2018-01-02,1493.9300537109375,1493.989990234375,1482.3199462890625,1482.3199462890625,0
2018-01-03,1503.1700439453125,1503.81005859375,1493.719970703125,1493.719970703125,0
2018-01-04,1508.8199462890625,1511.6600341796875,1503.3900146484375,1503.3900146484375,0
2018-01-05,1518.969970703125,1519.0699462890625,1509.010009765625,1509.010009765625,0
2018-01-08,1521.8399658203125,1522.22998046875,1515.949951171875,1518.8499755859375,0
2018-01-09,1523.5699462890625,1527.9200439453125,1522.030029296875,1522.030029296875,0
2018-01-10,1521.6099853515625,1523.0799560546875,1515.199951171875,1523.050048828125,0
2018-01-11,1533.06005859375,1533.06005859375,1521.9599609375,1521.9599609375,0
2018-01-12,1542.77001953125,1543.6099853515625,1533.4100341796875,1533.4100341796875,0
2018-01-16,1536.6800537109375,1554.02001953125,1532.6600341796875,1543.1099853515625,0
2018-01-17,1550.9200439453125,1553.3900146484375,1537.1800537109375,1537.1800537109375,0
2018-01-18,1548.2099609375,1552.550048828125,1545.52001953125,1550.75,0
2018-01-19,1555.81005859375,1555.8199462890625,1548.6800537109375,1548.6800537109375,0
2018-01-22,1568.3900146484375,1568.4000244140625,1555.1800537109375,1555.8199462890625,0
2018-01-23,1572.030029296875,1573.25,1567.1700439453125,1568.5799560546875,0
2018-01-24,1570.3299560546875,1579.300048828125,1563.8199462890625,1572.469970703125,0
2018-01-25,1571.3399658203125,1576.5799560546875,1566.9300537109375,1571.9200439453125,0
2018-01-26,1588.97998046875,1588.97998046875,1572.3900146484375,1572.3900146484375,0
2018-01-29,1578.1300048828125,1588.77001953125,1577.0799560546875,1588.77001953125,0
2018-01-30,1561.1099853515625,1576.4599609375,1559.010009765625,1576.4599609375,0
2018-01-31,1561.6600341796875,1570.31005859375,1555.949951171875,1562.280029296875,0
2018-02-01,1560.9599609375,1568.1400146484375,1556.0899658203125,1561.3199462890625,0
2018-02-02,1528.27001953125,1559.469970703125,1527.219970703125,1559.469970703125,0
2018-02-05,1466.97998046875,1528.9100341796875,1462.25,1526.199951171875,0
2018-02-06,1491.1500244140625,1494.550048828125,1442.800048828125,1465.300048828125,0
2018-02-07,1484.4100341796875,1508.760009765625,1484.31005859375,1490.9000244140625,0
2018-02-08,1429.22998046875,1485.4599609375,1429.22998046875,1484.5,0
2018-02-09,1449.6800537109375,1459.6700439453125,1402.5699462890625,1431.56005859375,0
2018-02-12,1469.52001953125,1478.449951171875,1451.0,1451.3699951171875,0
2018-02-13,1473.6199951171875,1476.6700439453125,1459.8399658203125,1468.800048828125,0
2018-02-14,1493.9100341796875,1495.699951171875,1466.1099853515625,1472.68994140625,0
2018-02-15,1511.8199462890625,1511.9300537109375,1489.47998046875,1495.0,0
2018-02-16,1512.3599853515625,1524.239990234375,1508.8699951171875,1511.5699462890625,0
2018-02-20,1503.739990234375,1515.4599609375,1498.800048828125,1511.7900390625,0
2018-02-21,1495.8399658203125,1520.8199462890625,1495.8299560546875,1503.8800048828125,0
2018-02-22,1496.780029296875,1511.6300048828125,1493.6700439453125,1496.56005859375,0
2018-02-23,1520.2099609375,1520.4000244140625,1497.6199951171875,1497.6199951171875,0
2018-02-26,1537.06005859375,1537.5899658203125,1520.9000244140625,1520.9000244140625,0
2018-02-27,1517.510009765625,1541.9200439453125,1517.469970703125,1537.06005859375,0
2018-02-28,1501.22998046875,1526.6300048828125,1501.0999755859375,1518.5799560546875,0
2018-03-01,1482.4100341796875,1510.3299560546875,1472.530029296875,1501.3699951171875,0
2018-03-02,1490.719970703125,1493.239990234375,1465.97998046875,1482.1500244140625,0
2018-03-05,1507.1500244140625,1510.9599609375,1482.6700439453125,1489.9000244140625,0
2018-03-06,1511.9200439453125,1513.1600341796875,1502.510009765625,1507.81005859375,0
2018-03-07,1511.7099609375,1513.72998046875,1498.510009765625,1510.260009765625,0
2018-03-08,1517.9000244140625,1518.699951171875,1509.25,1512.2900390625,0
2018-03-09,1543.489990234375,1543.489990234375,1518.6500244140625,1518.6500244140625,0
2018-03-12,1542.1199951171875,1549.0699462890625,1540.0400390625,1543.6700439453125,0
2018-03-13,1532.47998046875,1551.9200439453125,1529.010009765625,1543.1600341796875,0
2018-03-14,1523.969970703125,1538.72998046875,1521.4100341796875,1532.6800537109375,0
2018-03-15,1522.260009765625,1530.7099609375,1519.1300048828125,1524.06005859375,0
2018-03-16,1525.3399658203125,1530.1700439453125,1522.5899658203125,1522.5899658203125,0
2018-03-19,1504.2900390625,1525.0799560546875,1494.4000244140625,1525.0799560546875,0
2018-03-20,1506.6199951171875,1510.4599609375,1503.050048828125,1504.9200439453125,0
2018-03-21,1504.47998046875,1518.510009765625,1503.3699951171875,1506.489990234375,0
2018-03-22,1466.9200439453125,1502.050048828125,1466.25,1502.050048828125,0
2018-03-23,1436.719970703125,1474.1300048828125,1435.52001953125,1467.2099609375,0
2018-03-26,1474.81005859375,1476.27001953125,1439.010009765625,1439.010009765625,0
2018-03-27,1449.3599853515625,1482.7900390625,1441.02001953125,1475.8599853515625,0
2018-03-28,1445.1099853515625,1459.2900390625,1438.8800048828125,1448.0,0
2018-03-29,1464.8699951171875,1474.3599853515625,1445.3699951171875,1445.3699951171875,0
2018-04-02,1432.050048828125,1464.3399658203125,1417.18994140625,1464.3399658203125,0
2018-04-03,1449.800048828125,1452.4200439453125,1429.1500244140625,1433.31005859375,0
2018-04-04,1466.239990234375,1468.9000244140625,1429.469970703125,1445.72998046875,0
2018-04-05,1476.4200439453125,1481.300048828125,1466.93994140625,1466.93994140625,0
2018-04-06,1444.5799560546875,1474.5799560546875,1434.68994140625,1474.5799560546875,0
2018-04-09,1448.77001953125,1470.7099609375,1444.8900146484375,1444.8900146484375,0
2018-04-10,1472.97998046875,1477.6099853515625,1451.27001953125,1451.27001953125,0
2018-04-11,1465.449951171875,1475.530029296875,1463.9300537109375,1471.6800537109375,0
2018-04-12,1476.9599609375,1482.6800537109375,1466.5799560546875,1466.5799560546875,0
2018-04-13,1472.4200439453125,1485.6500244140625,1466.469970703125,1477.699951171875,0
2018-04-16,1484.5,1489.0799560546875,1473.219970703125,1473.219970703125,0
2018-04-17,1500.3299560546875,1504.0699462890625,1486.4300537109375,1486.4300537109375,0
2018-04-18,1502.010009765625,1506.8900146484375,1499.27001953125,1500.3900146484375,0
2018-04-19,1493.449951171875,1501.68994140625,1487.469970703125,1501.68994140625,0
2018-04-20,1481.1800537109375,1494.010009765625,1476.199951171875,1493.4300537109375,0
2018-04-23,1481.0,1488.02001953125,1474.43994140625,1481.239990234375,0
2018-04-24,1461.760009765625,1488.4300537109375,1452.6500244140625,1481.4000244140625,0
2018-04-25,1463.949951171875,1467.300048828125,1449.949951171875,1461.81005859375,0
2018-04-26,1478.72998046875,1483.7900390625,1464.1400146484375,1464.1400146484375,0
2018-04-27,1480.0400390625,1484.52001953125,1474.0799560546875,1478.800048828125,0
2018-04-30,1468.280029296875,1487.02001953125,1468.280029296875,1480.25,0
2018-05-01,1471.93994140625,1472.0899658203125,1456.2900390625,1468.1300048828125,0
2018-05-02,1461.8399658203125,1475.47998046875,1459.8199462890625,1471.6600341796875,0
2018-05-03,1458.5,1462.5400390625,1439.5,1461.699951171875,0
2018-05-04,1477.3900146484375,1481.52001953125,1451.1199951171875,1458.02001953125,0
2018-05-07,1483.0999755859375,1488.8900146484375,1477.5,1477.5,0
2018-05-08,1483.1400146484375,1485.3499755859375,1474.3599853515625,1483.1700439453125,0
2018-05-09,1497.0799560546875,1498.97998046875,1483.5,1483.5,0
2018-05-10,1510.449951171875,1512.31005859375,1497.8199462890625,1497.8199462890625,0
2018-05-11,1512.72998046875,1515.800048828125,1507.3699951171875,1510.5999755859375,0
2018-05-14,1513.7900390625,1520.5899658203125,1511.3900146484375,1513.1600341796875,0
2018-05-15,1503.9100341796875,1513.43994140625,1499.030029296875,1513.43994140625,0
2018-05-16,1510.1199951171875,1513.0799560546875,1503.8900146484375,1503.8900146484375,0
2018-05-17,1509.1800537109375,1515.5899658203125,1504.4599609375,1509.800048828125,0
2018-05-18,1505.699951171875,1509.31005859375,1503.6700439453125,1509.31005859375,0
2018-05-21,1516.8800048828125,1520.030029296875,1506.6800537109375,1506.6800537109375,0
2018-05-22,1511.6700439453125,1521.6600341796875,1510.3900146484375,1516.969970703125,0
2018-05-23,1516.2900390625,1516.2900390625,1503.949951171875,1511.3199462890625,0
2018-05-24,1513.5699462890625,1516.030029296875,1502.5799560546875,1516.030029296875,0
2018-05-25,1510.27001953125,1513.43994140625,1506.9599609375,1513.43994140625,0
2018-05-29,1493.9300537109375,1508.699951171875,1487.0699462890625,1508.699951171875,0
2018-05-30,1512.7900390625,1515.8299560546875,1494.06005859375,1494.06005859375,0
2018-05-31,1502.31005859375,1512.760009765625,1499.9200439453125,1512.760009765625,0
2018-06-01,1518.1099853515625,1519.06005859375,1503.510009765625,1503.510009765625,0
2018-06-04,1525.3800048828125,1526.25,1519.1500244140625,1519.1500244140625,0
2018-06-05,1526.9100341796875,1528.68994140625,1521.719970703125,1525.489990234375,0
2018-06-06,1540.0799560546875,1540.0799560546875,1526.8900146484375,1527.199951171875,0
2018-06-07,1538.8499755859375,1544.43994140625,1533.239990234375,1540.1199951171875,0
2018-06-08,1543.8800048828125,1544.030029296875,1535.3800048828125,1538.550048828125,0
2018-06-11,1545.4100341796875,1549.6099853515625,1543.780029296875,1543.8900146484375,0
2018-06-12,1548.4599609375,1550.280029296875,1544.18994140625,1545.6500244140625,0
2018-06-13,1541.949951171875,1550.800048828125,1541.56005859375,1548.8299560546875,0
2018-06-14,1545.8299560546875,1549.1700439453125,1542.239990234375,1542.239990234375,0
2018-06-15,1544.4300537109375,1545.9300537109375,1534.6400146484375,1545.6700439453125,0
2018-06-18,1541.8699951171875,1543.780029296875,1532.1500244140625,1543.780029296875,0
2018-06-19,1535.489990234375,1541.6199951171875,1524.5899658203125,1541.6199951171875,0
2018-06-20,1538.81005859375,1542.5899658203125,1535.6700439453125,1535.6700439453125,0
2018-06-21,1528.5799560546875,1539.77001953125,1525.68994140625,1538.719970703125,0
2018-06-22,1531.3399658203125,1536.06005859375,1529.2099609375,1529.2099609375,0
2018-06-25,1509.6300048828125,1530.1600341796875,1500.06005859375,1530.1600341796875,0
2018-06-26,1513.1400146484375,1518.1800537109375,1508.6800537109375,1509.9300537109375,0
2018-06-27,1499.43994140625,1525.4200439453125,1499.3299560546875,1513.4200439453125,0
2018-06-28,1508.77001953125,1513.0,1495.0699462890625,1499.3399658203125,0
2018-06-29,1509.9599609375,1523.3199462890625,1509.22998046875,1509.22998046875,0
2018-07-02,1514.489990234375,1514.68994140625,1499.719970703125,1509.0899658203125,0
2018-07-03,1507.6500244140625,1519.8900146484375,1506.5899658203125,1514.6099853515625,0
2018-07-05,1520.4599609375,1520.97998046875,1507.969970703125,1507.969970703125,0
2018-07-06,1533.6199951171875,1535.9100341796875,1519.050048828125,1520.43994140625,0
2018-07-09,1547.0999755859375,1547.3499755859375,1534.1199951171875,1534.1199951171875,0
2018-07-10,1551.93994140625,1553.0999755859375,1547.219970703125,1547.219970703125,0
2018-07-11,1541.0699462890625,1550.4100341796875,1539.4000244140625,1550.4100341796875,0
2018-07-12,1554.1199951171875,1554.530029296875,1542.530029296875,1542.530029296875,0
2018-07-13,1555.4599609375,1557.5799560546875,1550.5400390625,1554.0999755859375,0
2018-07-16,1553.0799560546875,1556.77001953125,1550.6400146484375,1555.5799560546875,0
2018-07-17,1559.6600341796875,1562.0699462890625,1547.8499755859375,1551.93994140625,0
2018-07-18,1563.280029296875,1563.81005859375,1557.530029296875,1559.5799560546875,0
2018-07-19,1557.8299560546875,1562.260009765625,1554.699951171875,1562.260009765625,0
2018-07-20,1555.800048828125,1560.030029296875,1555.06005859375,1557.530029296875,0
2018-07-23,1558.219970703125,1559.1099853515625,1551.8699951171875,1555.469970703125,0
2018-07-24,1563.18994140625,1569.56005859375,1558.31005859375,1558.93994140625,0
2018-07-25,1577.0799560546875,1577.969970703125,1562.1099853515625,1562.9100341796875,0
2018-07-26,1573.260009765625,1577.5899658203125,1570.6099853515625,1577.239990234375,0
2018-07-27,1561.989990234375,1576.6600341796875,1556.199951171875,1573.3399658203125,0
2018-07-30,1552.1099853515625,1563.510009765625,1549.8199462890625,1562.1099853515625,0
2018-07-31,1560.3599853515625,1564.800048828125,1552.6500244140625,1552.6500244140625,0
2018-08-01,1558.9000244140625,1565.5799560546875,1554.77001953125,1563.0,0
2018-08-02,1567.9300537109375,1569.25,1550.719970703125,1558.4599609375,0
2018-08-03,1574.3800048828125,1574.3900146484375,1567.8199462890625,1568.1700439453125,0
2018-08-06,1580.43994140625,1581.8699951171875,1572.3599853515625,1574.1500244140625,0
2018-08-07,1585.1300048828125,1587.5400390625,1581.0799560546875,1581.0799560546875,0
2018-08-08,1584.3800048828125,1587.0,1581.949951171875,1585.0,0
2018-08-09,1582.6500244140625,1587.760009765625,1581.8299560546875,1584.6199951171875,0
2018-08-10,1571.989990234375,1581.75,1568.300048828125,1581.75,0
2018-08-13,1565.449951171875,1577.4100341796875,1564.25,1571.949951171875,0
2018-08-14,1575.510009765625,1577.1800537109375,1566.300048828125,1566.300048828125,0
